DATESTAMP;INSTRUMENT_ID;LIST_SECTION;RN;SUPERTYPE;INSTRUMENT_TYPE;INSTRUMENT_CATEGORY;TRADE_CODE;ISIN;REGISTRY_NUMBER;REGISTRY_DATE;EMITENT_FULL_NAME;INN;NOMINAL;CURRENCY;ISSUE_AMOUNT;DECISION_DATE;OKSM_EDR;ONLY_EMITENT_FULL_NAME;REG_COUNTRY;QUALIFIED_INVESTOR;HAS_PROSPECTUS;IS_CONCESSION_AGREEMENT;IS_MORTGAGE_AGENT;INCLUDED_DURING_CREATION;SECURITY_HAS_DEFAULT;SECURITY_HAS_TECH_DEFAULT;INCLUDED_WITHOUT_COMPLIANCE;RETAINED_WITHOUT_COMPLIANCE;HAS_RESTRICTION_CIRCULATION;LISTING_LEVEL_HIST;OBLIGATION_PROGRAM_RN;COUPON_PERCENT;EARLY_REPAYMENT;EARLY_REDEMPTION;ISS_BOARDS;OTHER_SECURITIES;DISCLOSURE_PART_PAGE;DISCLOSURE_RF_INFO_PAGE;
"13.07.2017 0:00:00";"6127";"Третий уровень";"1723";"Облигации";"Облигация корпоративная";"процентные документарные неконвертируемые облигации серии 14 на предъявителя, с обязательным централизованным хранением";"RU000A0JUVS1";"RU000A0JUVS1";"41401792B";"02.07.2013 0:00:00";"Общество с ограниченной ответственностью ""Русфинанс Банк""";"5012003647";"1000";"Рубль";"4000000";"07.10.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"07.10.2014 Включение в Третий уровень";"";"11%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями";"Облигация биржевая, 4B020401792B, RU000A0JVYJ2 Облигация биржевая, 4B020501792B Облигация биржевая, 4B020601792B Облигация биржевая, 4B020701792B, RU000A0JTVN4 Облигация биржевая, 4B020801792B, RU000A0JUNL3 Облигация биржевая, 4B020901792B, RU000A0JVKB8 Облигация биржевая, 4B021001792B, RU000A0JVT68 Облигация биржевая, 4B021101792B, RU000A0JUXL2 Облигация биржевая, 4B021201792B, RU000A0JW5J2 Облигация биржевая, 4B021301792B Облигация корпоративная, 41301792B, RU000A0JU195 Облигация корпоративная, 41501792B, RU000A0JU6U9 Облигация корпоративная, 41201792B, RU000A0JUT69 Облигация биржевая, 4B020101792B001P, RU000A0JWPZ4 Облигация биржевая, 4B020201792B001P, RU000A0JXLE6";"www.rusfinancebank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=8434";
"13.07.2017 0:00:00";"5423";"Третий уровень";"1724";"Облигации";"Облигация корпоративная";"процентные документарные неконвертируемые облигации серии 15 на предъявителя с обязательным централизованным хранением";"RU000A0JU6U9";"RU000A0JU6U9";"41501792B";"02.07.2013 0:00:00";"Общество с ограниченной ответственностью ""Русфинанс Банк""";"5012003647";"1000";"Рубль";"5000000";"07.10.2013 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Третий уровень 08.10.2013 Включение в Перечень внесписочных ценных бумаг";"";"10,9%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация биржевая, 4B020401792B, RU000A0JVYJ2 Облигация биржевая, 4B020501792B Облигация биржевая, 4B020601792B Облигация биржевая, 4B020701792B, RU000A0JTVN4 Облигация биржевая, 4B020801792B, RU000A0JUNL3 Облигация биржевая, 4B020901792B, RU000A0JVKB8 Облигация биржевая, 4B021001792B, RU000A0JVT68 Облигация биржевая, 4B021101792B, RU000A0JUXL2 Облигация биржевая, 4B021201792B, RU000A0JW5J2 Облигация биржевая, 4B021301792B Облигация корпоративная, 41301792B, RU000A0JU195 Облигация корпоративная, 41201792B, RU000A0JUT69 Облигация корпоративная, 41401792B, RU000A0JUVS1 Облигация биржевая, 4B020101792B001P, RU000A0JWPZ4 Облигация биржевая, 4B020201792B001P, RU000A0JXLE6";"www.rusfinancebank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=8434";
"13.07.2017 0:00:00";"9754";"Третий уровень";"1725";"Облигации";"Облигация биржевая";"Биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным  централизованным  хранением серии БО-П01";"RU000A0JX363";"RU000A0JX363";"4B02-01-00305-R-001P";"20.12.2016 0:00:00";"Общество с ограниченной ответственностью ""РЭДВАНС""";"7743038818";"1000";"Рубль";"4000000";"20.12.2016 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"20.12.2016 Включение в Третий уровень";"4-00305-R-001P-02E";"12,5%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация биржевая, 4B02-03-00305-R-001P, RU000A0JX397 Облигация биржевая, 4B02-02-00305-R-001P, RU000A0JX389 Облигация биржевая, 4B02-01-00305-R-002P, RU000A0JXU97 Облигация биржевая, 4B02-02-00305-R-002P, RU000A0JXUA5";"http://www.redvans.ru/";"https://www.edisclosure. ru/portal/company.aspx? id=36698";
"13.07.2017 0:00:00";"9985";"Третий уровень";"1726";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-П04";"RU000A0JXU97";"RU000A0JXU97";"4B02-01-00305-R-002P";"19.05.2017 0:00:00";"Общество с ограниченной ответственностью ""РЭДВАНС""";"7743038818";"1000";"Рубль";"3500000";"19.05.2017 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"19.05.2017 Включение в Третий уровень";"4-00305-R-002P-02E";"12%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация биржевая, 4B02-01-00305-R-001P, RU000A0JX363 Облигация биржевая, 4B02-03-00305-R-001P, RU000A0JX397 Облигация биржевая, 4B02-02-00305-R-001P, RU000A0JX389 Облигация биржевая, 4B02-02-00305-R-002P, RU000A0JXUA5";"http://www.redvans.ru/";"https://www.edisclosure. ru/portal/company.aspx? id=36698";
"13.07.2017 0:00:00";"9756";"Третий уровень";"1727";"Облигации";"Облигация биржевая";"Биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным  централизованным  хранением серии БО-П02";"RU000A0JX389";"RU000A0JX389";"4B02-02-00305-R-001P";"21.12.2016 0:00:00";"Общество с ограниченной ответственностью ""РЭДВАНС""";"7743038818";"1000";"Рубль";"6000000";"21.12.2016 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"21.12.2016 Включение в Третий уровень";"4-00305-R-001P-02E";"12,5%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация биржевая, 4B02-01-00305-R-001P, RU000A0JX363 Облигация биржевая, 4B02-03-00305-R-001P, RU000A0JX397 Облигация биржевая, 4B02-01-00305-R-002P, RU000A0JXU97 Облигация биржевая, 4B02-02-00305-R-002P, RU000A0JXUA5";"http://www.redvans.ru/";"https://www.edisclosure. ru/portal/company.aspx? id=36698";
"13.07.2017 0:00:00";"10365";"Третий уровень";"1728";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-П05";"RU000A0JXUA5";"RU000A0JXUA5";"4B02-02-00305-R-002P";"19.06.2017 0:00:00";"Общество с ограниченной ответственностью ""РЭДВАНС""";"7743038818";"1000";"Рубль";"11500000";"19.06.2017 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"19.06.2017 Включение в Третий уровень";"4-00305-R-002P-02E";"12%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация биржевая, 4B02-01-00305-R-001P, RU000A0JX363 Облигация биржевая, 4B02-03-00305-R-001P, RU000A0JX397 Облигация биржевая, 4B02-02-00305-R-001P, RU000A0JX389 Облигация биржевая, 4B02-01-00305-R-002P, RU000A0JXU97";"http://www.redvans.ru/";"https://www.edisclosure. ru/portal/company.aspx? id=36698";
"13.07.2017 0:00:00";"9755";"Третий уровень";"1729";"Облигации";"Облигация биржевая";"Биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным  централизованным  хранением серии БО-П03";"RU000A0JX397";"RU000A0JX397";"4B02-03-00305-R-001P";"21.12.2016 0:00:00";"Общество с ограниченной ответственностью ""РЭДВАНС""";"7743038818";"1000";"Рубль";"7000000";"21.12.2016 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"21.12.2016 Включение в Третий уровень";"4-00305-R-001P-02E";"12,5%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация биржевая, 4B02-01-00305-R-001P, RU000A0JX363 Облигация биржевая, 4B02-02-00305-R-001P, RU000A0JX389 Облигация биржевая, 4B02-01-00305-R-002P, RU000A0JXU97 Облигация биржевая, 4B02-02-00305-R-002P, RU000A0JXUA5";"http://www.redvans.ru/";"https://www.edisclosure. ru/portal/company.aspx? id=36698";
"13.07.2017 0:00:00";"10334";"Третий уровень";"1730";"Облигации";"Облигация биржевая";"неконвертируемые процентные документарные биржевые облигации на предъявителя серии БО-01 с обязательным централизованным хранением";"";"";"4B02-01-36502-R";"10.07.2017 0:00:00";"Общество с ограниченной ответственностью ""САМАРАТРАНСНЕФТЬ-ТЕРМИНАЛ""";"6367042944";"1000";"Рубль";"5000000";"10.07.2017 0:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"10.07.2017 Включение в Третий уровень";"";"";"+";"";"";"Облигация корпоративная, 4-01-36502-R, RU000A0JWKY8 Облигация корпоративная, 4-02-36502-R, RU000A0JXMB0 Облигация корпоративная, 4-03-36502-R, RU000A0JXPT5 Облигация биржевая, 4B02-02-36502-R Облигация биржевая, 4B02-03-36502-R";"http://stn-terminal.ru/";"www.disclosure.ru/issuer/6367042944";
"13.07.2017 0:00:00";"10335";"Третий уровень";"1731";"Облигации";"Облигация биржевая";"неконвертируемые процентные документарные биржевые облигации на предъявителя серии БО-02 с обязательным централизованным хранением";"";"";"4B02-02-36502-R";"10.07.2017 0:00:00";"Общество с ограниченной ответственностью ""САМАРАТРАНСНЕФТЬ-ТЕРМИНАЛ""";"6367042944";"1000";"Рубль";"3000000";"10.07.2017 0:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"10.07.2017 Включение в Третий уровень";"";"";"+";"";"";"Облигация корпоративная, 4-01-36502-R, RU000A0JWKY8 Облигация корпоративная, 4-02-36502-R, RU000A0JXMB0 Облигация корпоративная, 4-03-36502-R, RU000A0JXPT5 Облигация биржевая, 4B02-01-36502-R Облигация биржевая, 4B02-03-36502-R";"http://stn-terminal.ru/";"www.disclosure.ru/issuer/6367042944";
"13.07.2017 0:00:00";"10336";"Третий уровень";"1732";"Облигации";"Облигация биржевая";"неконвертируемые процентные документарные биржевые облигации на предъявителя серии БО-03 с обязательным централизованным хранением";"";"";"4B02-03-36502-R";"10.07.2017 0:00:00";"Общество с ограниченной ответственностью ""САМАРАТРАНСНЕФТЬ-ТЕРМИНАЛ""";"6367042944";"1000";"Рубль";"2000000";"10.07.2017 0:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"10.07.2017 Включение в Третий уровень";"";"";"+";"";"";"Облигация корпоративная, 4-01-36502-R, RU000A0JWKY8 Облигация корпоративная, 4-02-36502-R, RU000A0JXMB0 Облигация корпоративная, 4-03-36502-R, RU000A0JXPT5 Облигация биржевая, 4B02-01-36502-R Облигация биржевая, 4B02-02-36502-R";"http://stn-terminal.ru/";"www.disclosure.ru/issuer/6367042944";
"13.07.2017 0:00:00";"9403";"Третий уровень";"1733";"Облигации";"Облигация корпоративная";"неконвертируемые процентные документарные облигации на предъявителя серии 01 с обязательным централизованным хранением";"RU000A0JWKY8";"RU000A0JWKY8";"4-01-36502-R";"26.05.2016 0:00:00";"Общество с ограниченной ответственностью ""САМАРАТРАНСНЕФТЬ-ТЕРМИНАЛ""";"6367042944";"1000";"Рубль";"5000000";"14.06.2016 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"14.06.2016 Включение в Третий уровень";"";"17%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация корпоративная, 4-02-36502-R, RU000A0JXMB0 Облигация корпоративная, 4-03-36502-R, RU000A0JXPT5 Облигация биржевая, 4B02-01-36502-R Облигация биржевая, 4B02-02-36502-R Облигация биржевая, 4B02-03-36502-R";"http://stn-terminal.ru/";"www.disclosure.ru/issuer/6367042944";
"13.07.2017 0:00:00";"9404";"Третий уровень";"1734";"Облигации";"Облигация корпоративная";"неконвертируемые процентные документарные облигации на предъявителя серии 02 с обязательным централизованным хранением";"RU000A0JXMB0";"RU000A0JXMB0";"4-02-36502-R";"26.05.2016 0:00:00";"Общество с ограниченной ответственностью ""САМАРАТРАНСНЕФТЬ-ТЕРМИНАЛ""";"6367042944";"1000";"Рубль";"3000000";"14.06.2016 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"14.06.2016 Включение в Третий уровень";"";"12%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация корпоративная, 4-01-36502-R, RU000A0JWKY8 Облигация корпоративная, 4-03-36502-R, RU000A0JXPT5 Облигация биржевая, 4B02-01-36502-R Облигация биржевая, 4B02-02-36502-R Облигация биржевая, 4B02-03-36502-R";"http://stn-terminal.ru/";"www.disclosure.ru/issuer/6367042944";
"13.07.2017 0:00:00";"9405";"Третий уровень";"1735";"Облигации";"Облигация корпоративная";"неконвертируемые процентные документарные облигации на предъявителя серии 03 с обязательным централизованным хранением";"RU000A0JXPT5";"RU000A0JXPT5";"4-03-36502-R";"26.05.2016 0:00:00";"Общество с ограниченной ответственностью ""САМАРАТРАНСНЕФТЬ-ТЕРМИНАЛ""";"6367042944";"1000";"Рубль";"2000000";"14.06.2016 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"14.06.2016 Включение в Третий уровень";"";"12%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация корпоративная, 4-01-36502-R, RU000A0JWKY8 Облигация корпоративная, 4-02-36502-R, RU000A0JXMB0 Облигация биржевая, 4B02-01-36502-R Облигация биржевая, 4B02-02-36502-R Облигация биржевая, 4B02-03-36502-R";"http://stn-terminal.ru/";"www.disclosure.ru/issuer/6367042944";
"13.07.2017 0:00:00";"10434";"Третий уровень";"1736";"Облигации";"Облигация биржевая";"биржевые процентные неконвертируемые документарные облигации на предъявителя с обязательным централизованным хранением серии БО-001Р-01";"RU000A0JXVE5";"RU000A0JXVE5";"4B02-01-00325-R-001P";"06.07.2017 0:00:00";"Общество с ограниченной ответственностью ""Связьинвестнефтехим-Финанс""";"1655380771";"1000";"Рубль";"20000000";"06.07.2017 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"06.07.2017 Включение в Третий уровень";"4-00325-R-001P-02E";"8,9%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"";"http://sin-x.ru/data/";"http://www.e-disclosure.ru/portal/company.aspx?id=36890";
"13.07.2017 0:00:00";"3710";"Третий уровень";"1737";"Облигации";"Облигация корпоративная";"неконвертируемые процентные документарные облигации серии 03 на предъявителя с обязательным централизованным хранением c возможностью досрочного погашения по требованию владельцев и по усмотрению Эмитента";"RU000A0JRU20";"RU000A0JRU20";"4-01-36388-R";"01.09.2011 0:00:00";"Общество с ограниченной ответственностью ""Северо-Западная концессионная компания""";"7709756135";"1000";"Рубль";"5000000";"12.10.2011 0:00:00";"";"";"";"";"+";"+";"";"";"";"";"";"";"";"09.06.2014 Включение в Третий уровень 12.10.2011 Включение в Перечень внесписочных ценных бумаг";"";"7,6%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация корпоративная, 4-02-36388-R, RU000A0JRU46";"";"http://www.e-disclosure.ru/portal/company.aspx?id=24444";
"13.07.2017 0:00:00";"3711";"Третий уровень";"1738";"Облигации";"Облигация корпоративная";"неконвертируемые процентные документарные облигации серии 04 на предъявителя с обязательным централизованным хранением c возможностью досрочного погашения по требованию владельцев и по усмотрению Эмитента";"RU000A0JRU46";"RU000A0JRU46";"4-02-36388-R";"01.09.2011 0:00:00";"Общество с ограниченной ответственностью ""Северо-Западная концессионная компания""";"7709756135";"1000";"Рубль";"5000000";"12.10.2011 0:00:00";"";"";"";"";"+";"+";"";"";"";"";"";"";"";"09.06.2014 Включение в Третий уровень 12.10.2011 Включение в Перечень внесписочных ценных бумаг";"";"7,6%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация корпоративная, 4-01-36388-R, RU000A0JRU20";"";"http://www.e-disclosure.ru/portal/company.aspx?id=24444";
"13.07.2017 0:00:00";"8791";"Третий уровень";"1739";"Облигации";"Облигация корпоративная";"облигации документарные неконвертируемые процентные на предъявителя с обязательным централизованным хранением серии 01";"RU000A0JVED7";"RU000A0JVED7";"4-01-36465-R";"05.03.2015 0:00:00";"Общество с ограниченной ответственностью ""Синтагма""";"7705879552";"1000";"Рубль";"204900";"13.04.2015 0:00:00";"";"";"";"";"+";"";"";"";"+";"";"";"+";"";"13.04.2015 Включение в Третий уровень";"";"16,5%";"+";"";"Основной режим: Облигации Д РПС: Облигации Д";"";"";"http://www.e-disclosure.ru/portal/company.aspx?id=34702";
"13.07.2017 0:00:00";"9939";"Третий уровень";"1740";"Облигации";"Облигация корпоративная";"Облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии 01, предназначенные для квалифицированных инвесторов";"";"";"4-01-00315-R";"20.02.2017 0:00:00";"Общество с ограниченной ответственностью ""СКЭТ""";"2635118168";"1000";"Рубль";"12000000";"09.06.2017 0:00:00";"";"";"";"+";"+";"";"";"";"";"";"";"";"";"09.06.2017 Включение в Третий уровень";"";"";"+";"";"";"";"http://uthrussia.com/holding/infofiles";"http://www.e-disclosure.ru/portal/company.aspx?id=36691";
"13.07.2017 0:00:00";"9845";"Третий уровень";"1741";"Облигации";"Облигация корпоративная";"Облигации серии С01 документарные неконвертируемые на предъявителя с обязательным централизованным хранением";"RU000A0JXKQ2";"RU000A0JXKQ2";"40103329B";"31.01.2017 0:00:00";"Общество с ограниченной ответственностью ""Современный Коммерческий Инновационный Банк""";"4003011294";"1000";"Рубль";"1000000";"03.03.2017 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"03.03.2017 Включение в Третий уровень";"";"14,5%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"";"http://skib.ru";"https://www.e-disclosure.ru/portal/company.aspx?id=36556";
"13.07.2017 0:00:00";"9701";"Третий уровень";"1742";"Облигации";"Облигация корпоративная";"облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 01";"RU000A0JXFC2";"RU000A0JXFC2";"4-01-00303-R";"17.11.2016 0:00:00";"Общество с ограниченной ответственностью ""СОЛЛЕРС-ФИНАНС""";"7709780434";"1000";"Рубль";"2500000";"05.12.2016 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"05.12.2016 Включение в Третий уровень";"";"12,25%";"+";"";"Т0 Облигации Размещение: Адресные заявки РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"";"http://www.sollers-finance.ru/";"http://www.e-disclosure.ru/portal/company.aspx?id=36564";
"13.07.2017 0:00:00";"9181";"Третий уровень";"1743";"Облигации";"Облигация корпоративная";"облигации документарные неконвертируемые процентные на предъявителя серии 01 с обязательным централизованным хранением";"RU000A0JW8G2";"RU000A0JW8G2";"4-01-36475-R";"02.06.2015 0:00:00";"Общество с ограниченной ответственностью ""СПЕКТР""";"6730064671";"1000";"Рубль";"3000000";"21.12.2015 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"21.12.2015 Включение в Третий уровень";"";"11%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"";"http://www.spektrlom.ru/";"http://e-disclosure.ru/portal/company.aspx?id=34404";
"13.07.2017 0:00:00";"8917";"Третий уровень";"1744";"Облигации";"Облигация корпоративная";"неконвертируемые документарные процентные облигации с залоговым обеспечением денежными требованиями на предъявителя с обязательным централизованным хранением класса ""А""";"RU000A0JVJN5";"RU000A0JVJN5";"4-01-36466-R";"10.03.2015 0:00:00";"Общество с ограниченной ответственностью ""Специализированное финансовое общество Европа 14-1А""";"7743942942";"1000";"Рубль";"7800000";"22.06.2015 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"22.06.2015 Включение в Третий уровень";"";"12,75%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"";"http://europa14-1a.ru/";"http://www.e-disclosure.ru/portal/company.aspx?id=34999";
"13.07.2017 0:00:00";"9848";"Третий уровень";"1745";"Облигации";"Облигация корпоративная";"Облигации документарные процентные неконвертируемые с залоговым обеспечением на предъявителя с обязательным централизованным хранением";"RU000A0JXLU2";"RU000A0JXLU2";"4-01-00314-R";"16.02.2017 0:00:00";"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Локосервис финанс""";"7743167690";"1000";"Рубль";"4373000";"14.03.2017 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"14.03.2017 Включение в Третий уровень";"";"8,68%";"";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"";"http://sfolocoservicefinance.ru/";"http://www.e-disclosure.ru/portal/company.aspx?id=36736";
"13.07.2017 0:00:00";"6128";"Третий уровень";"1746";"Облигации";"Облигация биржевая";"Биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-01";"RU000A0JV334";"RU000A0JV334";"4B02-01-36443-R";"11.11.2014 0:00:00";"Общество с ограниченной ответственностью ""Стройжилинвест""";"7724260380";"1000";"Рубль";"11000000";"11.11.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"31.01.2017 Включение в Третий уровень 11.11.2014 Включение в Первый уровень";"";"11,25%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями";"Облигация корпоративная, 4-01-36443-R, RU000A0JUQW3";"http://stroyzhilinvest.ru/";"http://www.e-disclosure.ru/portal/company.aspx?id=34411";
"13.07.2017 0:00:00";"5993";"Третий уровень";"1747";"Облигации";"Облигация корпоративная";"Облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии 01";"RU000A0JUQW3";"RU000A0JUQW3";"4-01-36443-R";"30.06.2014 0:00:00";"Общество с ограниченной ответственностью ""Стройжилинвест""";"7724260380";"1000";"Рубль";"3000000";"15.07.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"31.01.2017 Включение в Третий уровень 15.07.2014 Включение в Первый уровень";"";"11,25%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями";"Облигация биржевая, 4B02-01-36443-R, RU000A0JV334";"http://stroyzhilinvest.ru/";"http://www.e-disclosure.ru/portal/company.aspx?id=34411";
"13.07.2017 0:00:00";"9276";"Третий уровень";"1748";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-01";"";"";"4B02-01-36393-R";"25.02.2016 0:00:00";"Общество с ограниченной ответственностью ""СУЭК-Финанс""";"7709851798";"1000";"Рубль";"3000000";"25.02.2016 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"25.02.2016 Включение в Третий уровень";"";"";"+";"";"";"Облигация корпоративная, 4-01-36393-R, RU000A0JQXR7 Облигация корпоративная, 4-05-36393-R, RU000A0JU336 Облигация корпоративная, 4-07-36393-R, RU000A0JVQX9 Облигация корпоративная, 4-08-36393-R, RU000A0JVQY7 Облигация биржевая, 4B02-02-36393-R Облигация биржевая, 4B02-03-36393-R Облигация биржевая, 4B02-04-36393-R Облигация биржевая, 4B02-05-36393-R Облигация биржевая, 4B02-06-36393-R Облигация биржевая, 4B02-07-36393-R Облигация биржевая, 4B02-08-36393-R Облигация биржевая, 4B02-09-36393-R Облигация биржевая, 4B02-10-36393-R Облигация биржевая, 4B02-11-36393-R Облигация биржевая, 4B02-12-36393-R Облигация биржевая, 4B02-01-36393-R-001P, RU000A0JWWW7";"www.suek-finance.ru";"www.e-disclosure.ru/portal/company.aspx?id=26482";
"13.07.2017 0:00:00";"9610";"Третий уровень";"1749";"Облигации";"Облигация биржевая";"биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-01R";"RU000A0JWWW7";"RU000A0JWWW7";"4B02-01-36393-R-001P";"21.10.2016 0:00:00";"Общество с ограниченной ответственностью ""СУЭК-Финанс""";"7709851798";"1000";"Рубль";"8000000";"21.10.2016 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"21.10.2016 Включение в Третий уровень";"4-36393-R-001P-02E";"10,5%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация корпоративная, 4-01-36393-R, RU000A0JQXR7 Облигация корпоративная, 4-05-36393-R, RU000A0JU336 Облигация корпоративная, 4-07-36393-R, RU000A0JVQX9 Облигация корпоративная, 4-08-36393-R, RU000A0JVQY7 Облигация биржевая, 4B02-01-36393-R Облигация биржевая, 4B02-02-36393-R Облигация биржевая, 4B02-03-36393-R Облигация биржевая, 4B02-04-36393-R Облигация биржевая, 4B02-05-36393-R Облигация биржевая, 4B02-06-36393-R Облигация биржевая, 4B02-07-36393-R Облигация биржевая, 4B02-08-36393-R Облигация биржевая, 4B02-09-36393-R Облигация биржевая, 4B02-10-36393-R Облигация биржевая, 4B02-11-36393-R Облигация биржевая, 4B02-12-36393-R";"www.suek-finance.ru";"www.e-disclosure.ru/portal/company.aspx?id=26482";
